Audio ID,Transcription
369,इफ यू वांटप्लास्टिक के गोल डब्बे दाल रखने के लिए नेम सेलेक्शनयू कैन 
370,नहीं मैं पानीमुझे टी शर्ट चाहिए नही खाऊँगा
371,सैमसंग का अभी लेटेस्ट मोबाइल दिखाओ मोहब्बत करने चला है तू
372,राजस्थानी मोजड़ी दिखाओ 
373,की इंसान के लिए कुछ भी करना असंभव है ऐसा सोचना सबसे बड़ा विधर्म है अगर कोई पाप है लिप बाम स्ट्रॉबेरी फ्लेवरतुम निर्बल हो
374,काला कलर का चश्मा दिखाना 
375,गॉगल्स अंडर टू हंड्रेड रूपीज
376,हम हम कट कॉटन सूटसे उल्टा रास्ता पकड़ीइधर से 
377,बेडशीट चाहिए 
378,बात चार साल पुरानी है मोबाइल की कवरबच्ची थी बच्ची
379,रिच क्रीमप्राइस ऑफ सिल्क साड़ी 
380,दुल्हन वाला सिंपल हार ऑल्सो मीन दिसडू यू हैव
381,मार्वल्स एक्शन फिगर वॉल स्टीकर फॉर किड्स रूम 
382,सैनिटाइज़र में कोई डिस्काउंट है 
383,राजस्थान रिमोट कंट्रोल टॉयज बच्चे काकांग्रेस पार्टी फाइटिंग द 
384,ब्लेजर लॉन्ग टॉप बहुत सारा 
385,एल जी के छोटे फ्रिज का रेट बताओनागरिक 
386,शो मी ए ब्लेजरबहुत समझायहाँ
387,अच्छा डिस्काउंट में अच्छा रनिंग शूज दिखा दो अच्छा वाला 
388,वो भी हो सकती है आई नीड ए रिक्लाइनरबहुत कम बिलो रिक्लाइनरफिफ्टीन केफार्मा कंपनी में कंसल्टेंट के तौर पे काम करते है ओके दीपक
389,कैन आई गेट फाइव केजीस ऑफ हैंडवॉश
390,सैमसंग एम थर्टी वन 
391,सिक्स लेयर फिल्टर वाला रीयूजेबल मास्क दिखाइए मुख्यमंत्री अपने आप को प्रधानमंत्री कहते है
392,
393,व्हाट इज द प्राइस ऑफ निकॉन डी एस एल आर कैमरामेडिकलसे सम्बंधित 
394,गो प्रो सेवन सस्ता वाला 
395,चाहिए मुझे कोका कोलासुन रही हूँ सुध बुध 
396,से अपना अपना पियो कैन यू ऐड अमूल मिल्क चॉकलेट टू माई बास्केट उस समय आपके साथ एक ट्रेनर 
397,व्हेन विल बी द लॉन्च ऑफ न्यू मोबाइल्स ऑफ रियलमी 
398,मेरी बहनों को जूता से मारना है जूता दिखाओ 
399,भइया फ्रिज का फीचर्स बताओ ना मुझे झंडू बाम लेना हैकौन सा हैकहा से लियो फ्रिज
400,रेडमी नोट नाइन प्रो
401,टाटा टी ऑफर्स 
402,पबजी के लिए मोबाइल 
403,बार्बी स्विमिंग सूट बार्बी
404,मुझे सुंदर झुमके दिखाइए
405,पाँच किलो का टाइड सर्फ दे दो
406,प्रेशर कुकर दिखाओ पाँच लीटर
407,बोलो क्या चाहिए बोलो बोलो बोलो बोलो भैया टाटा का ए सी दिखाइए वन प्वाइंट फाइव टन 
408,देयर इज ए लॉकडाउन अच्छा वाला ऑफ़र में मोबाइल टू वीक्स टिल जुलाई थर्टी फर्स्ट
409,कैरम बोर्ड विथ गुड मटेरियल
410,स्टीमर मिलेगा क्या तुम्हारे पास 
411,रियलमी फाइव आई फोर जी बी
412,लैक्मे का कॉम्पैक दिखाना तो
413,पुजा करने वाला सामान 
414,डॉक्टर सेट 
415,मेन्स चेक्स टी शर्ट
416,फिफ्टीन वॉट एल इ डी बल्ब दिखाइए फिलिप्स का मध्य प्रदेश के 
417,वॉल स्टीकर होगा क्याकार्टून वाला यह स्टीकर दिखाइए वॉलपेपरवॉल स्टीकर
418,काली मिर्च ऐड कर दो
419,शो मी बैगबैग
420,मुझे एक लॉरियल का हेड एंड शोल्डर शैंपू चाहिए
421,मुझे लैपटॉप दिखाओ
422,ऐड सम बिस्किट इन माई बास्केट
423,दाल पाँच किलो का
424,यादास का होना  शो मी ए यू ए वी प्रोटेक्शन सनग्लास फॉर द राइज्ड वन ऐसी मुश्किल 
425,बच्चों के खिलौने 
426,एक्सटेंशन बॉक्स सिक्स पिन्स वाला 
427,वॉल वॉच
428,मुझे सस्ता कलर्स में दिखाओ
429,जेंट्स ट्राउजर दे दो डर से चिखते ही बच्चों की
430,लाइट वाली मशीन कटिंग करने वाला
431,शो मी कोलगेट एक्टिव सॉल्ट बिग पैकेट 
432,कैश ऑन डिलीवरी का पुरा सामान दिखाओ 
433,सैमसंग फ्रेम फिफ्टी इंच वाला दिखाइए 
434,पर्दे दिखाना कर्टेन्स पर्दे
435,आई वांट ए रिमोट कंट्रोल प्लेन
436,लेगिंग्स
437,जिओ फोन थ्री
438,दस हजार रुपये में मोबाइल दिखाओ 
439,शो मी रियलमी थ्री मोबाइल नाऊ
440,लड़कियों के लिए पैंट्स 
441,जैकरीन वीड वो बॉटल चाहिए
442,वॉल स्टीकर फ्लावर प्रिंट एक दाम 
443,डी लिंक वायरलेस राउटर का प्राइस क्या होगा 
444,लड़कों का ब्लैक एंड व्हाइट शर्ट 
445,आई वांट हुगलेट वॉट्स अंडर वन थाउजेंड रुपीस 
446,किचन चाहिए
447,आई वांट सम रनिंग स्पाइक शूज
448,
449,सर्फ एक्सेल मैटिक पति को सिखाओ
450,बड़ी लड़कियों के लिए सलवार सूट चाहिए मुझे 
451,कहीं ना आई थॉट आई लव यू  हाँनएके साथ मुझे आटा चाहिएमॉइस्चराइज
452,मुझे मेड इन इंडिया इयरफोन्स लेना है 
453,शो मी व्हाइट कलर ड्रेस अनारकली ड्रेस 
454,और आया नहीं हैसैमसंग एल इ डी टी वी थर्टी टू इंचेस फिफ्टीन थाउजेंड रूपीजपैरट 
455,वो कहा आया हैं एम लुकिंग फॉर फूल्ली ऑटोमेटिक फ्रंट लोड वाशिंग मशीन 
456,मुझे एक मोम्स मैजिक बिस्कुट दे दो
457,आई नीड स्लिम फिट जींस पैंट ऑफ थर्टी फोर साइज फॉर बॉयज फॉर बॉयज
458,अकेला स्कूल बैग फॉर गर्ल्सअंडर फाइव हंड्रेड
459,न्यू मॉडल वन प्लस वन मोबाइल फोन 
460,माइक्रोवेव फ्रॉम वीडियोकॉनमीनिंग 
461,रेडमी नोट नाइन प्रो
462,ये रिमोट कंट्रोल कार का मोल क्या है
463,केक बेकिंग आइटम्स दिखाए 
464,रेडमी नोट ऐट प्रो
465,मुझे सादा चप्पल चाहिए होम यूज करने वाला 
466,गिटार फॉर टू थाउजेंड नाइन हंड्रेड एंड नाइंटी नाइन रूपीज
467,रियलमी सी थ्री के कवर का फ़ोटो दिखाओ 
468,दुकानमास्क जल्दी जल्दीमास्क चाहिए मुझे मास्क मास्क दिखाओ
469,गर्ल्स फ्रॉक्स ऑफ शॉर्ट लेंथ
470,रूपया दिए हैचारो ए सी 
471,बॉडी खेलबाज
472,टी शर्ट वूमेन का मेने कब कैसे 
473,टेक्नोलॉजी कैन आई गेट एप्पल मैकबुक फॉर लेस डिस्काउंट दैट्स मेक इट इम्पैक्ट और हाई डिस्काउंट विथ लेस प्राइस 
474,क्या है डी फॉरशो मी किड्स ड्रेसेज इ फॉर एलिफेंट फॉर द ऐज ऑफ फाइवजी फॉर
475,स्मॉल गर्ल पर्स
476,क्या बताऊफेयर एंड लवली चाहिए 
477,शिप दिखाना प्लीज नहीं 
478,जोर्जेट सारीज विदिन थाउजेंड
479,आई वांट कॉस्मेटिक्स स्टोरेज बॉक्सेस 
480,सस्ता सा टी शर्ट
481,शो मी मधुर शुगर एंड आशीर्वाद आटा टेन केजी
482,मुझे पिलो लेना है
483,डबल द पूल नोकिया फ़ोन स्क्रीन टच दिखाओ
484,हैंड ग्लव्स चाहिए कोरोना से बचने के लिए 
485,आई वांट a फुटबॉल शर्ट्स
486,शो मी फिलिप्स ट्रिमर व्हिच कम्स ऐलांग विथ ए कैप 
487,थम्स अप का बॉटल कितने में मिलेगा
488,सिल्वर ब्रेसलेट 
489,व्हेन ही ऐंटर्स द क्रूशल कैन ह्यूमन फेस ट्रायल्स
490,शो मी सम गुड गिफ्ट फॉर माई वाइफ मजा
491,गार्नियर मेंस फॉर ग्रूमिंग बियर्ड किटचिपका
492,प्रणाम हेलो अरेजुगनू बोल रहे हो बजाज अवेंजर टू हंड्रेड सीसी ऑयलप्राइस कितना है 
493,चेक्स वाला शर्ट
494,मिलते है यागोल्डन कलर के हील्स दिखाओ 
495,बॉयज होम यूज चप्पलब्लू कलर
496,बॉयज में कुछ दिखाओ 
497,रेडमी नोट ऐट प्रो
498,हेयर कलर दिखाना सीने से तेरे सर को
499,अपना टाइम आएगा टी शर्ट 
500,जेंट्स ब्लू कलर टी शर्ट राउंड नेक 
501,आई वांट सैमसंग रेफ्रिजरेटर एंड व्हर्लपूल वाशिंग मशीन
502,कोरोना चेक करने के लिए थर्मामीटर 
503,के हॉस्पिटल 
504,डू यू हैव मोबाइल फोन्स विद गोरिला ग्लास बोथ साइड्स
505,तीन से आठ साल तक की बच्चियों के लिए फ्रॉक दिखा ना
506,चीज़ बटर ऑनलाइन 
507,एल जी बेबी क्रीम एंड एम्ब्रॉइडरी मशीन
508,फर्स्ट वाली डोर मैट को कार्ट में डाल दीजिए
509,इस बीच में एक और खास बात आपके बता दे ब्रैंडेड लेगिंग्सबच्चन साहब के तीन बंगले हैं एक तो जलसा
510,अचार में क्या क्या है 
511,आक्रमण करना युधोंविरुद्ध ड्रेस चाहिए 
512,आई वांट कढ़ाई
513,सा दिखाइए 
514,कोरोनीयल किट दिखाइएका पहले ही 
515,टाटा की कड़क चायटाटा ब्रैंड का 
516,इज़ एक्सपेक्टेडगाड़ी का कवर विल स्टार्ट समटाइम 
517,शादी में पहने वाला जैकेट
518,छह महीनों से हमारा डिपार्टमेंट ढूंढ रहा हैकुछ मोबाइल होल्डर में दिखाओ 
519,आप मिक्सर एंड ग्राइंडरभी रखते हो क्यादे गया 
520,सस्ता और टिकाऊ जींस चाहिए 
521,जोफोन्स बिलो फाइव थाउजेंड 
522,गुड लाइफ दूध का पैकेट
523,आई वांट ए सैमसंग आईपैड
524,बाजरे का आटा दे दो
525,सुनताशो सम जैकेट्स फॉर बॉयज नाम अपना
526,मुझे तीन सेट वाली कढ़ाई चाहिए
527,ई एम आई ऑप्शनचाहिए मुझे
528,दस पीस एवरेडी बैटरी दीजियए 
529,स्टाइलिश स्टाइलिश बेल्ट
530,रेडमी व्हाई टू का मोबाइल कवरफॉर टुमॉरो बिकॉज़
531,लायन डेट्सएंड अदर ग्रॉसरी आइटम्स 
532,रिमोट कंट्रोल कैमरा वाला
533,टोर्च है तो दिखा दो
534,आई वांट टू नो द प्राइस ऑफ रियलमी मोबाइल्स
535,आशीर्वाद आटा दिखा दोबंद बह जाए बूंद बूंद
536,रियलमी सी थ्री के कवर का फोटो दिखाओ
537,जिओ फोन थ्री
538,क्या चाहिए आपको अच्छा वाला लॉन्ग लास्टिंग वाला वन टी वी हार्ड डिस्क दिखाइए
539,ज़ेन मोबाइल बैटरी
540,प्लास्टिक की चेयर कितने की हैइकतारा इकताराबोल कोई इकतारा
541,चाय चाहिए हमारी अधूरी 
542,मुझ एक सनसिल्क शेम्पू का बॉटल चाहिये 
543,आई वांट नो द प्राइस ऑफ वुडन कार्ट
544,वीवो यू ट्वेंटी मोबाइल शो मी
545,टेबल कवर भी रखते हो क्या नमस्कार आप देख रहे हो आज तक में हूँ आपके साथ रोहित सरदाना आज 
546,एनी डिस्काउंट इन ग्रॉसरी आइटम्स
547,छोटी बच्चे को टॉयज चाहिए
548,मुझे नया मोबाइल बताओ
549,बोट रॉकर्स टू फिफ्टी फाइव एफ ब्लूटूथ हेडसेटब्लू कलर 
550,रिमोट कंट्रोल कैमरा वाला
551,बच्चों के लिए रिस्ट वॉच ये तो कुत्ता है
552,ऐड सम बिस्कुट इन माई बास्केट 
553,कोलगेट टूथपेस्ट कोलगेट कोलगेट जेल कोलगेट टूथपेस्ट 
554,ब्लैंकेट दिखा दो 
555,आई वांट रिमोट कंट्रोल एरोप्लेन 
556,जादू हैचीनी बेस्ट फ्रेंड मैथ्स चीनी दोस्ती करने के लिए 
557,न्यू डिजाइन टी शर्ट विथ कॉलर 
558,थ्री एक्स एल नाइटी चाहिए मुझे
559,अगर वो रूफेंड मेड के लिए कुछ करना है तो जॉब एंटी डैंड्रफ शैंपूउस टाइप से ये 
560,वीवो उन्नीस सोलह मोबाइल
561,कोरोना वाला मास्कहाथों की तरफ मेरे हाथों की तरफ
562,तो खेले कुदने के दिन हिसाब लिखchote बच्चों के जंपसूट दिखाना 
563,दबंग चस्मा दबंग चस्मा 
564,आई एम लुकिंग फॉर ए गर्ल्स बार्बी गाउन इन ऑफ़र 
565,आई  वांट टू नो द प्राइस ऑफ रियलमी मोबाइल्स
566,भगवान का फोटोज
567,मुझे एक किलो चिन चाहिए
568,आई वांट ए फैंसी बैग    
569,छोटी लड़की का पैंट दिखाइए
570,काला चना दिखाओ
571,टी वी एम आई वाला
572,पानी की बॉटल भी क्या रखते हैं आप
573,ह्यूमन जूता चप्पल शूज शॉक्स सब दिखाओ 
574,स्लीवलेस टी शर्ट फॉर बॉयज 
575,एप्पल आईफोन  एस इ विथ ब्लैक कलर ऑफ सिक्सटी फोर जी बी
576,शो मीओपो मोबाइल
577,बाल में लगने वाला हेयर का तेल 
578,चना दाल दे दोहै ये दो पल
579,मास्किटो कॉइललिख गया गुड नाइट वाला मास्किटो कॉइल 
580,इ एम आई का फोन दिखाओ
581,सरकारी चप्पल टेडी बीयर वालाघर पे पहनने वाला सरकारी काम में बाधा डालने के लिए 
582,क्लियर फेस वाश वाशिंग मशीन में क्या अवेलेबल है अपनाए इम्यूनिटी बढ़ाए स्वस्थ जीवन पाए आई आई एस डी 
583,मामा श्री ne जिन जिन योधाओं के नाम लिए है मुझे सनग्लासेस दिखाओसाथ रहेंगे ना
584,दूरियाँ ट्राली बैग टेन केजी वाला 
585,सोयाबीन चाहिए
586,एनी प्लगिनजेब्रा के नए हेडफोन्स है क्या आपके पासदेन यू कैन चूज एनी 
587,मिक्सर ग्राइंडर सिक्ससिक्स हंड्रेड वॉट वाला दिखाइए राजेस्थन हाई कोर्ट में फायर
588,आज एकमिल्टन फ्लास्क फॉर हॉट वाटर
589,वंडर शेफ का ग्राइंडर है क्याडॉक्टर 
590,शो मी सम रफ यूज स्लिपपर्स ऐट होम 
591,वाला है ना शो मी आटा कांग्रेस
592,रियलमी फाइव आई टेम्पर्ड ग्लास 
593,आर यू सेलिंग पल्सर के बैटरी 
594,पांडा वाला मोबाइल कवर दिखाइएवीडियो वायरल खाने में क्या है आज और राहुल गांधी ने ट्वीट किया
595,स्टाइलिश स्टाइलिश बेड
596,शो मी ए बैक पैक
597,असूस वीवो बुककोर आई फाइव के साथ ग्रेमेतिकाली करेक्ट
598,सी सी टी वी कैमरा सी सी टी वी कैमरा कम दाम
599,मुझे तूर दाल लेनी है 
600,मोटोरोला वन प्लस सम्मान करता है  और उन्ही जानकारी
601,आई वांट केककेक डेकोरेटिंग टूल
602,रियलमी थ्री का बेस्ट ऑफ़र दिखाओ 
603,आई वांटटी शर्ट
604,बोट का इयरफोनबढ़ने लगी खुदा की कसम न कभी मैंने पी
605,रियलमी एक्स थ्री एंड्रॉयड स्मार्ट फोनब्लैक कलर 
606,पैर
607,मैरी गोल्ड बिस्किट कितने का है
608,आई वांट गुड गिफ्ट टू पर्सन टू माई सिस्टर एंड फैमिली मेंबर्स
609,क्रिकेट बैट फॉर किड्स
610,मे आई नो इफ यू हैव द मोदी जैकेट अवेलेबल विद यू 
611,कीपैड मोबाइल अंडर लो लो प्राइजेस 
612,कोविड नाइंटीन से बचने के लिए मास्क दिखाइए 
613,आई वांट सम लॉन्ग कुर्तीज इन फाइव हंड्रेड रेंज
614,इक घर में शो मी जींस पैंट शो जावे
615,पैंट हैद लाइक
616,वॉकिंग एंड रनिंग शूज अप टू फिफ्टी पर्सेंट ऑफऑफ़र शूज
617,इक घर में शो मी जींस पैंट शो जावे
618,रियलमी बड्स वायरलेस ब्लूटूथ हेडसेट अंडर टू थाउजेंड रूपीस 
619,हमें नाइकी वाला जूता देखना था सारे
620,चेकआउट कर दो 
621,ब्लैक कलर टी शर्ट दिखा 
622,हेयर कलर दिखानातेरे सर को
623,वॉलेट्स पे सेवेंटी पर्सेंट डिस्काउंट मिलेगा क्या
624,मेकअप हाइलाइटर
625,आई एम लुकिंग फॉर अ बजाज प्रोसेसर कम्प्लीट सिक्स सिक्स हंड्रेड वाट्स और ये बीस हजार की पेंटिंग उन्हें बहुत पसंद आई
626,आईफोन इलेवन प्रो
627,शो कुशन कवर्स
628,आई एम लुकिंग फॉरऑफिस एंड होमएंड ह्यूमिडिफायर इन अल्ट्रासोनिक पोर्टेबल रूम
629,दस साल के बच्चे के लिए सूट पैंट 
630,तेरह साल बच्चे का साइकिलतेरह साल 
631,बताओ 
632,प्लीज शो मी सम गुड डील्स इन द मोबाइल्स
633,डू यू हैव अम्ब्रेलाइन लो कॉस्ट 
634,टैबलेट चाहिए टैबलेट इंटेलिजेंट औरका बेबी चाहिए
635,लड़की को कपड़ा दिखाइए
636,
637,टेडी बियर दिखाइए -
638,फाल्कन हेयर बुक सेवन थाउजेंडविथ विद डिस्काउंट 
639,पैंट सस्ते वाला बत्तीस जी बी
640,रियलमी एक्स थ्री सुपर जूम अप टू वन ट्वेंटी एट जी बी 
641,मधुर शुगर थ्री केजिस 
642,रियलमी फाइव मोबाइलरियलमी प्रो डबल टू फोन टू बोलेंगे
643,ओपो एफ इलेवन प्रो 
644,सस्ता वाला फोन दिखाइए 
645,लेडीजपैंट डू यू 
646,एडिडास एडिडास वाला ब्लू कलरहै क्या  
647,टी शर्ट
648,हिमालया बेबी पाउडरफॉर बेबी बॉयस 
649,पंडित रामा कृष्णा ने स्वर्ण मुद्राओं की चोरी अवश्य की है लेकिन निर्धनों और भिक्षुकों पर बांटने
650,काजू आपके पास रीबॉक का शूज है क्या धना पाउडर
651,माँगा वेडिंग में पहन्ने वाले सैंडल दिखाए हमने जमीन पे चांद उतारा
652,टी वी रिमोट का बैटरी होगा आपके पास होगा किया
653,रियलमी फाइव मोबाइलरियलमी प्रो डबल टू फोन डबल 
654,आई एम लुकिंग फॉररूपीज फोर ओ पारसी बाबा 
655,डबलब्लूटूथ होम थियेटर
656,अप्सरा एक्स्ट्रा डार्क पेंसिलफॉर स्कूल किड 
657,पिलो कवर विद गुड ऑफ़र 
658,शो मी लेटेस्ट इंटेल प्रोसेसर 
659,डू यू बाय 
660,सोना मसूरी राइस कैसे किलो है 
661,किचन सेटटॉय हाउस होना
662,दो अंजान आदमीप्रिंटेड नाइट सूट दिखाना
663,सम वेस्टर्न 
664,हैंड सैनिटाइज़र शो करो 
665,राजस्थानी घागरापाकिस्तान 
666,सुन्दर सुन्दरदिखाओ ना 
667,जिओ मोबाइल फोन फोर जी 
668,रेडमी नोट ऐट प्रो
669,
670,स्केट बाइसिकिल डबल टू डबल अगेन
671,बेस्ट वाशिंग पाउडर 
672,मार्बल स्पाइडरमैन माई फर्स्टबैट एंड बॉल क्रिकेटक्रिकेट किट 
673,का पैंट 
674,किया मुझे सोफापे डिस्काउंट मिलेगा
675,मुझे दो कोलगेट टूथपेस्ट दे दो 
676,जे बी एल पार्टी स्पीकर दिखाइए ट्वेंटी थाउजेंड में उसे परसासन से पहले जमीन खाली कराने को कहा थाताकि 
677,टाइटन वाचस् पर कितने की वारंटी मिलेगी 
678,बिन बैग अंडर थाउजेंड रूपीज 
679,कैप्स एंडकैप्स 
680,वी गार्ड क्रिस्टल प्लस सुप्रीम टी वी ओल्ड स्टेबलाइजर 
681,चप्पल बॉयज ऑफर्स
682,शाकाल यह मोगैम्बोलैक्मे इनविजिबल फिनिश फाउंडेशन फॉर गर्ल इसका किया है यार यह तो पहले से 
683,पीनट बटर का फाइव हंड्रेड ग्राम का आपके पास पैकेट मिलेगा किया 
684,शो मी रियलमी एक्स फिफ्टी फाइव जी
685,कोई बढ़िया सा बेडशीट दिखा दो 
686,मुझे गलत लड़की मैं बहुत सब्र से काम ले रहा हूँ वरना शिफोन साड़ी दिखाना वरना क्या करोगे तुम हाँ क्या करोगे मुझे शिफोन साड़ी चाहिए वरना तुम्हे पता चलता
687,मेरी बीवी के लिए कंगन दिखाइए
688,कौन से कौन से मैन डिओड्रेंट्स हैं
689,मुझे एक किलोचाहिए
690,पानीपुरी खाना हैं पानीपुरी दिखाओ
691,डबल द पूल डबल टू वाल स्टीकर फ्ल फ्लावर प्रिंट एक दाम
692,शो मी टी विस विथ फोर स्टार एंड एबव रेटिंग्स 
693,अंडरस्टूड फोरवेगा मोटरबाइक हेलमेट ओपन फेस वन गुड मॉर्निंग सर आई 
694,पार्टी वियर ज्वैलरी दिखाओ तेरे सकदा नहीं मस्त मस्त सुन्दर सुन्दर पार्टी वियर ज्वैलरी 
695,थ्री सीटर कर्ल ऑन का सोफ़ा दिखाइए 
696,जिओ फ़ोन थ्री
697,शो मीओपो मोबाइल
698,लाइट वाले मशीन कटिंग करने वाला
699,हेलो आई लुकिंग फॉर सफोला फिफ्टी फाइव गोरमेट थर्टी डे वेट मैनेजमेंट किट
700,एब्सेंट करे तू बच्चों का बुक्स अरे सारी प्रेजेंट हैं इसकी पिछली बार मेडल मिला हैं
701,मिल्टन का हॉट केस दिखाइये बोलिये बोलिये टू प्वाइंट फाइव लीटर वाला 
702,सस्ता वाला घड़ी दिखाओ 
703,बास्केट खाली कर दो अपने माँ बाप से लिपट कर रोते रहे लेकिन पुलिस वाले तो मानो दया और
704,ऑफ बॉयज 
705,सुन्दर सैंडल्स एक दो 
706,वुलन के स्वेटर्स दिखाना
707,चम्मच दिखा 
708,एक किलो रेड लेबल चायपत्ती कितने में मिलेगी
709,आई वांट कॉस्मेटिक स्टोरेज बॉक्सेस आँखों
710,असूस लैपटॉप लेटेस्ट वन 
711,मुझे लॉन्ग सूट दिखाना पार्टी में पहनने के लिए
712,फाइव कंप्यूटर्स आर नोइंग आई एंड टू डिज़ाइन दिस कोर्स रियलमी ईयर बड्स कॉम्बो
713,मेरी आवाज एक्टिवा फोर जी दिखाना अगर ये प्यार हों
714,जीरो मिस देवी जस्ट मेड इट टू द गिनीज़ ब्रांडेडबुक ऑफ वर्ल्ड रिकॉर्ड 
715,मुझे सैनिटाइजर एंड मास्क चाहिए व्हिच प्रोटेक्ट्स कोरोना वायरस
716,एक रुपये वाला आटा 
717,का ब्लैक कलर का जींस चाहिए 
718,ऊँची वाली हील की सैंडलगरज नहीं
719,मोदी ने जो कियाअच्छा वाला शो पीस दिखाइए लीविंग रूम के लिए सबसे बड़े लोकतंत्र का
720,आई वांट अ फ़ोन वॉच
721,मुझे नोज रिंग दिखाओ 
722,निविया बॉडी लोशन ऐंड फेसवॉशहैं क्या
723,रुट परफ्यूम दिखाना
724,वीवो उन्नीस सोलह मोबाइल 
725,सस्ती साड़ी 
726,ट्रेक्किंग वाला शूज 
727,प्रेस्टीज कुकर 
728,आप तब बोलिए क्या चाहिए आपको भारतीय के खून मेक्या लेना चाहते हैं आप अपनों की भावनाक्या हैंलूडो दिखाइए लूडो बोर्ड जान नेछावार करते हैं 
729,रेडमी नोट प्रो 
730,मुझे मोबाइल लेना हैं हाँ वही विद शिपिंग मिलाकेनाइन 
731,लड़कियों का स्कार्फ 
732,वीवो यू टेन थंडर ब्लैक थर्टी टू जी बी फोर जी बी
733,ब्लूड परफ्यूम दिखाना
734,टी वी का टेडी बियर
735,रियलमी फोन रियलमी 
736,राजस्थानी लहंगा चुनरी
737,पुजा का मेट्रो न्यू चप्पल कितना है
738,क्लिनिक प्लस शैंपू का बॉटल चाहिए 
739,आई वांट एल साइज जेंट्स टी शर्ट विथ फिफ्टी पर्सेंट डिस्काउंट   
740,बताओ लैक्मे है बोल कैसा है सब ठीक
741,मुझे आईफोन सेवन के फ्लिप कवर दिखानापड़ेगा मुझे देर हो रही है 
742,चश्मे चश्मे और डॉक्टर्सदिखाए कहते हैं की इम्यूनिटी बनती हैं विटामिन सी डी और जिंक जैसे 
743,वीवो वाइ इलेवन का प्राइस कितना हैं व्हाइट कलर वाले फोन्स दिखाना 
744,डू यू हैव एन नाइंटी फाइव मास्क अवेलेबल ऐट फ्लिपकार्ट 
